time,latitude,longitude,depth,mag,magType,rms,id,updated,place,depthError,magNst,locationSource,magSource
2017-09-04T17:24:40.960Z,-38.7233,-75.273,10,4.1,ml,0.75,us2000afl8,2017-12-07T20:00:10.040Z,"183km W of Carahue, Chile",2,,us,guc
2017-09-04T10:10:42.310Z,-29.1708,-71.6087,48.24,3.8,mb,0.76,us2000afin,2017-12-07T20:00:10.040Z,"88km NNW of La Serena, Chile",19.7,3,us,us
2017-08-30T03:15:36.490Z,-37.3503,-73.5578,21.59,4.8,mwr,0.71,us2000ad2e,2017-11-28T18:33:52.040Z,"22km NW of Curanilahue, Chile",5.1,42,us,us
2017-08-28T22:08:28.550Z,-33.0125,-72.1649,18,4.2,mwr,0.95,us2000acnw,2017-11-28T18:33:51.040Z,"50km W of Valparaiso, Chile",3.5,55,us,us
2017-08-28T00:56:27.770Z,-43.1463,-74.3157,10.86,4.1,mb,1.13,us2000acct,2017-11-28T18:33:50.040Z,"56km W of Puerto Quellon, Chile",3.1,5,us,us
2017-08-27T21:18:36.870Z,-31.7486,-71.6779,22.35,4.4,mb,0.94,us2000acb7,2017-11-28T18:33:50.040Z,"50km WSW of Illapel, Chile",8.5,3,us,us
2017-08-27T10:29:16.280Z,-31.8313,-72.1962,10,4,mwr,0.69,us2000ac8a,2017-11-28T18:33:49.040Z,"100km WSW of Illapel, Chile",1.9,49,us,us
2017-08-24T09:13:26.060Z,-28.4402,-71.3249,33.19,4.1,mb,0.82,us2000ab9f,2017-11-22T03:43:31.040Z,"57km WNW of Vallenar, Chile",7.9,1,us,us
2017-08-22T01:29:00.220Z,-32.6693,-71.5118,27.97,4.3,mb,0.91,us2000aahf,2017-11-22T03:43:28.040Z,"30km WNW of Hacienda La Calera, Chile",5.1,3,us,us
2017-08-21T12:02:24.550Z,-33.1297,-70.3084,96.61,4.5,mwr,0.72,us2000aa5u,2017-11-22T03:43:27.040Z,"42km SE of Los Andes, Chile",4.7,37,us,us
2017-08-18T20:31:50.930Z,-45.528,-76.6048,10,5.1,mww,1.15,us2000a9je,2017-11-14T01:42:14.040Z,"296km W of Puerto Chacabuco, Chile",1.9,14,us,us
2017-08-16T20:19:50.150Z,-29.8879,-72.2212,11.76,4,mb,0.88,us2000a8w4,2017-11-14T01:42:10.040Z,"85km W of Coquimbo, Chile",7.3,3,us,us
2017-08-15T19:03:21.910Z,-30.0161,-72.1624,10.21,5.1,mww,0.91,us2000a8iw,2017-11-14T01:42:09.040Z,"79km W of Coquimbo, Chile",1.4,18,us,us
2017-08-15T02:26:15.050Z,-43.9555,-82.4503,10,5.1,mb,0.87,us2000a89t,2017-11-14T01:42:08.040Z,West Chile Rise,1.8,111,us,us
2017-08-15T02:24:51.390Z,-43.818,-82.056,10,5.1,mb,0.84,us2000a89r,2017-11-14T01:42:08.040Z,West Chile Rise,1.9,76,us,us
2017-08-15T02:19:00.050Z,-43.8729,-82.2553,10,4.6,mb,0.66,us2000a9f4,2017-11-14T01:42:08.040Z,West Chile Rise,1.9,14,us,us
2017-08-15T02:04:36.780Z,-31.6355,-71.4238,47.7,4.3,mb,0.53,us2000a89j,2017-11-14T01:42:08.040Z,"24km W of Illapel, Chile",6.6,8,us,us
2017-08-14T11:51:46.140Z,-33.4329,-70.0688,7.52,4.5,mb,1.01,us2000a80p,2017-11-14T01:42:07.040Z,"47km E of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",2.3,6,us,us
2017-08-14T06:58:32.580Z,-31.4607,-71.7475,21.8,4.2,mwr,0.82,us2000a7yn,2017-11-14T01:42:07.040Z,"58km WNW of Illapel, Chile",3.7,39,us,us
2017-08-13T23:12:18.130Z,-34.7637,-73.5781,15.71,4.1,mb,0.72,us2000a7uw,2017-11-14T01:42:06.040Z,"123km WNW of Constitucion, Chile",6.3,6,us,us
2017-08-12T21:31:18.770Z,-30.3065,-72.2204,7.65,4.3,mwr,1.08,us2000a7ni,2017-10-25T00:38:10.040Z,"93km WSW of Coquimbo, Chile",1.9,62,us,us
2017-08-12T20:08:39.290Z,-34.2757,-72.0686,24.46,4.1,mb,0.81,us2000a7n3,2017-10-25T00:38:10.040Z,"75km WNW of Santa Cruz, Chile",8,2,us,us
2017-08-12T12:54:13.590Z,-30.2412,-72.1598,9,5.8,mww,1.03,us2000a7kk,2017-10-25T00:38:10.040Z,"84km WSW of Coquimbo, Chile",1.7,35,us,us
2017-08-12T09:39:41.950Z,-30.4239,-71.6401,31.56,4.3,mb,0.98,us2000a7k7,2017-10-25T00:38:09.040Z,"46km WNW of Ovalle, Chile",6.6,16,us,us
2017-08-11T23:57:10.100Z,-28.0917,-67.3529,116.53,5,mww,0.75,us2000a7hj,2017-10-25T00:38:09.040Z,"21km E of Tinogasta, Argentina",4.7,21,us,us
2017-08-11T08:53:15.630Z,-35.2517,-74.082,20.82,4.2,mb,0.97,us2000a795,2017-10-25T00:38:08.040Z,"151km W of Constitucion, Chile",6.8,4,us,us
2017-08-09T01:46:36.900Z,-35.1132,-71.942,45.58,4.5,mwr,0.78,us2000a66s,2017-10-25T00:38:04.040Z,"43km NW of Talca, Chile",5.8,27,us,us
2017-08-08T12:43:04.550Z,-32.6868,-70.0041,108.22,4,mb,0.91,us2000a7by,2017-10-25T00:38:02.040Z,"58km ENE of Los Andes, Chile",5.5,6,us,us
2017-08-03T23:43:34.500Z,-45.6497,-77.5511,12.97,4.3,mwr,0.84,us2000a4c6,2017-10-18T01:54:17.040Z,"Off the coast of Aisen, Chile",6,,us,guc
2017-08-02T21:30:26.130Z,-28.4662,-71.261,41.16,4.3,mwr,1.11,us10009j2p,2017-10-18T01:54:15.040Z,"50km WNW of Vallenar, Chile",4.9,55,us,us
2017-08-02T20:03:29.810Z,-28.4912,-71.236,41.07,5.3,mww,0.98,us10009j01,2017-10-18T01:54:15.040Z,"47km W of Vallenar, Chile",3.5,15,us,us
2017-08-02T12:49:23.580Z,-35.73,-73.4631,10,4.3,mwr,0.57,us2000a3nw,2017-10-18T01:54:15.040Z,"104km WSW of Constitucion, Chile",2,52,us,us
2017-08-02T07:15:13.700Z,-33.2117,-70.6255,92,5.4,mww,1.04,us2000a3js,2017-10-18T01:54:14.040Z,"26km ENE of Lampa, Chile",1.7,21,us,us
2017-08-01T13:13:30.260Z,-35.1522,-70.8759,99.48,4.5,mb,0.64,us2000a5k0,2017-10-18T01:54:13.040Z,"37km ESE of Curico, Chile",6.3,6,us,us
2017-08-01T06:13:56.430Z,-28.545,-68.8943,110,5.6,mww,1.14,us2000a34a,2017-10-18T01:54:12.040Z,"71km WNW of Vinchina, Argentina",1.8,28,us,us
2017-07-28T19:53:45.670Z,-30.7396,-71.8465,17.07,4.1,mwr,1.33,us2000a2cc,2017-10-14T00:19:44.040Z,"63km WSW of Ovalle, Chile",2.4,38,us,us
2017-07-26T11:53:28.600Z,-29.5521,-69.2267,103.15,4.6,mwr,1.28,us2000a194,2017-10-14T00:19:41.040Z,"89km NNW of San Jose de Jachal, Argentina",5.7,,us,guc
2017-07-26T10:40:21.530Z,-31.2065,-71.4254,43.58,4,mb,0.47,us2000a18f,2017-10-14T00:19:41.040Z,"53km NNW of Illapel, Chile",6,3,us,us
2017-07-26T02:18:48.490Z,-31.4108,-68.5471,8.65,4.8,mb,1.04,us2000a16d,2017-10-14T00:19:40.040Z,"3km NW of Albardon, Argentina",4,91,us,us
2017-07-25T20:21:18.300Z,-31.7153,-67.2409,120.55,4.4,mb,0.96,us2000a12l,2017-10-14T00:19:40.040Z,"73km SW of Chepes, Argentina",4.1,43,us,us
2017-07-23T16:46:06.130Z,-33.0888,-72.0571,18.26,4.3,mb,0.54,us2000a03e,2017-10-14T00:19:36.040Z,"40km W of Valparaiso, Chile",5.5,11,us,us
2017-07-22T07:44:25.380Z,-33.0524,-71.9531,22.95,4.3,mwr,0.79,us20009zn9,2017-10-11T01:04:02.040Z,"30km W of Valparaiso, Chile",6.3,64,us,us
2017-07-18T16:12:05.870Z,-28.1935,-67.2675,133.42,4.2,mb,0.89,us20009z65,2017-10-11T01:03:54.040Z,"32km ESE of Tinogasta, Argentina",5.3,7,us,us
2017-07-16T08:19:31.110Z,-33.9572,-71.3322,50.65,4.1,mb,0.4,us20009wr2,2017-10-11T01:03:49.040Z,"30km SSW of Melipilla, Chile",5.5,13,us,us
2017-07-14T23:25:02.010Z,-31.514,-68.5999,10,3.8,ml,1.24,us20009wgw,2017-10-06T23:56:19.040Z,"6km WNW of San Juan, Argentina",2,,us,guc
2017-07-14T12:00:29.810Z,-33.7234,-72.5179,10,5.4,mww,0.94,us20009wav,2017-10-06T23:56:18.040Z,"84km W of San Antonio, Chile",1.7,19,us,us
2017-07-14T11:41:15.960Z,-33.7183,-72.6292,12.16,4.6,mwr,0.76,us20009was,2017-10-06T23:56:18.040Z,"94km W of San Antonio, Chile",4.5,25,us,us
2017-07-13T15:26:32.500Z,-28.8791,-69.1092,96.51,4.8,mwr,1.03,us20009vzg,2017-10-06T23:56:17.040Z,"89km W of Vinchina, Argentina",3.8,46,us,us
2017-07-13T13:05:39.520Z,-36.9537,-71.0785,125.87,4.1,mb,1.38,us20009vz2,2017-10-06T23:56:16.040Z,"29km W of Las Ovejas, Argentina",6.8,11,us,us
2017-07-12T09:08:17.520Z,-35.3911,-73.265,10,5.6,mww,0.71,us1000991f,2017-10-06T23:56:15.040Z,"77km W of Constitucion, Chile",1.8,21,us,us
2017-07-12T08:19:52.480Z,-35.358,-73.4795,18.98,4.3,mwr,0.79,us10009919,2017-10-06T23:56:15.040Z,"96km W of Constitucion, Chile",6.5,38,us,us
2017-07-11T21:03:24.700Z,-28.9334,-72.6447,10,4,mwr,1.29,us100098y9,2017-10-06T23:56:14.040Z,"169km NW of Coquimbo, Chile",1.8,47,us,us
2017-07-10T08:22:40.700Z,-32.7116,-71.8851,18.14,4.1,mb,1.11,us100098i6,2017-10-06T23:56:12.040Z,"43km NNW of Valparaiso, Chile",2.9,4,us,us
2017-07-10T04:00:40.460Z,-35.7703,-73.3511,9.53,4.4,mb,0.88,us100098h4,2017-10-06T23:56:11.040Z,"95km WNW of Cauquenes, Chile",4.7,17,us,us
2017-07-09T07:58:00.160Z,-38.3262,-75.3527,20.22,4.5,mwr,0.66,us100098cg,2017-10-06T23:56:10.040Z,"169km WSW of Lebu, Chile",6.1,,us,guc
2017-07-08T20:49:52.450Z,-35.1862,-70.6694,6.28,4.1,mb,1.36,us1000988x,2017-10-03T00:47:55.040Z,"56km ESE of Curico, Chile",6.6,4,us,us
2017-07-07T03:31:42.550Z,-33.7138,-72.3243,9.27,4,mb,0.73,us100097jv,2017-10-03T00:47:53.040Z,"66km WSW of San Antonio, Chile",3.8,4,us,us
2017-07-07T03:04:48.240Z,-33.7267,-72.2381,13.03,4.9,mwr,0.71,us100097jl,2017-10-03T00:47:53.040Z,"59km WSW of San Antonio, Chile",3.2,55,us,us
2017-07-06T07:26:06.010Z,-34.7785,-71.7874,40.78,4.4,mwr,0.78,us1000975t,2017-10-03T00:47:51.040Z,"41km WSW of Santa Cruz, Chile",12,,us,guc
2017-07-05T15:32:17.080Z,-35.4904,-73.4126,12.43,4.4,mwr,0.82,us100096ym,2017-10-03T00:47:50.040Z,"92km W of Constitucion, Chile",4,42,us,us
2017-07-04T16:05:58.900Z,-35.5047,-73.3356,13,5.9,mww,0.9,us100096p0,2017-10-03T00:47:48.040Z,"86km WSW of Constitucion, Chile",1.3,35,us,us
2017-07-03T16:45:33.000Z,-39.0514,-73.5143,12.12,4.3,mb,0.87,us100096gh,2017-10-03T00:47:47.040Z,"49km SW of Carahue, Chile",2.1,5,us,us
2017-07-02T02:30:53.280Z,-29.707,-72.0538,30.31,4,ml,0.65,us100095tc,2017-10-03T00:47:44.040Z,"73km WNW of Coquimbo, Chile",4.8,,us,guc
2017-07-01T17:17:11.830Z,-33.0153,-72.0818,21.4,4.4,mwr,1.03,us100095r7,2017-09-27T02:03:21.040Z,"42km W of Valparaiso, Chile",5.6,59,us,us
2017-06-29T21:38:06.510Z,-37.3159,-72.1402,116.97,4.1,ml,0.68,us100095d6,2017-07-14T22:07:07.131Z,"25km NE of Los Angeles, Chile",15.1,,us,guc
2017-06-29T08:16:52.500Z,-34.7251,-71.8427,40.64,4.5,mwr,0.64,us1000955f,2017-09-27T02:03:18.040Z,"45km WSW of Santa Cruz, Chile",5.6,34,us,us
2017-06-29T07:43:47.410Z,-34.737,-71.8529,44.58,4.1,mwr,0.52,us10009558,2017-09-27T02:03:18.040Z,"45km WSW of Santa Cruz, Chile",7.8,19,us,us
2017-06-29T06:51:33.930Z,-31.3923,-69.8853,126.3,3.6,mb,1.01,us1000954t,2017-09-27T02:03:17.040Z,"45km W of Calingasta, Argentina",8,4,us,us
2017-06-28T00:44:40.950Z,-28.0197,-66.5832,152.9,4.6,mb,1.14,us20009pzp,2017-09-27T02:03:16.040Z,"54km NW of Poman, Argentina",9.2,19,us,us
2017-06-26T14:44:51.190Z,-30.6642,-71.3624,53.15,5.1,mww,0.76,us20009pqf,2017-09-27T02:03:13.040Z,"17km WSW of Ovalle, Chile",4.2,21,us,us
2017-06-26T06:03:49.500Z,-31.9012,-69.0598,110.14,4.2,mb,0.94,us100096e4,2017-09-27T02:03:13.040Z,"49km SW of Zonda, Argentina",6.5,21,us,us
2017-06-25T22:08:28.020Z,-42.2973,-72.2816,12.31,4.9,mwr,0.7,us20009pnk,2017-09-27T02:03:12.040Z,"60km WSW of Lago Puelo, Argentina",4.1,24,us,us
2017-06-23T20:20:51.450Z,-27.4751,-67.2029,133.15,4.5,mb,0.97,us20009pdt,2017-08-23T16:35:49.040Z,"20km WNW of La Puerta de San Jose, Argentina",7.1,11,us,us
2017-06-23T10:00:52.200Z,-39.3845,-71.8027,115.45,5,mww,0.86,us20009p84,2017-08-23T16:35:48.040Z,"17km SE of Pucon, Chile",2.9,21,us,us
2017-06-23T00:43:40.310Z,-27.2849,-70.7481,50.65,4.2,mwr,0.78,us20009p5u,2017-08-23T16:35:47.040Z,"42km WNW of Copiapo, Chile",6.5,45,us,us
2017-06-19T20:10:00.110Z,-38.1175,-74.0222,15.47,4.3,mwr,0.45,us20009nm8,2017-08-23T16:35:45.040Z,"64km SSW of Lebu, Chile",4.9,64,us,us
2017-06-18T04:41:00.570Z,-32.1073,-71.9014,21.79,4.5,mwr,0.9,us20009ne1,2017-08-23T16:35:43.040Z,"73km WNW of La Ligua, Chile",4.7,78,us,us
2017-06-16T09:46:59.860Z,-30.9228,-71.0505,79.46,4.1,mwr,1.12,us20009mys,2017-08-18T23:13:30.040Z,"29km SSW of Monte Patria, Chile",6.1,12,us,us
2017-06-14T05:21:46.820Z,-28.0117,-66.7551,146.9,4.6,mb,0.92,us20009max,2017-08-18T23:13:26.040Z,"Catamarca, Argentina",10.3,16,us,us
2017-06-13T21:30:29.030Z,-42.5006,-75.4264,3.29,4.3,mwr,0.93,us20009m87,2017-08-18T23:13:26.040Z,"133km W of Chonchi, Chile",4.4,21,us,us
2017-06-12T22:00:57.800Z,-33.6149,-70.1855,100.08,4.1,mb,0.73,us20009m2b,2017-08-18T23:13:25.040Z,"36km E of Puente Alto, Chile",7.4,8,us,us
2017-06-12T11:27:05.120Z,-33.0714,-71.8612,26.26,4.3,mwr,0.86,us20009lxk,2017-08-18T23:13:24.040Z,"22km W of Valparaiso, Chile",4.7,78,us,us
2017-06-12T09:28:55.320Z,-31.4983,-71.7791,34.37,4,mb,0.8,us20009lx7,2017-08-18T23:13:24.040Z,"60km WNW of Illapel, Chile",3.9,3,us,us
2017-06-12T02:43:26.840Z,-31.5003,-71.76,27,5.7,mww,0.91,us20009lwp,2017-08-18T23:13:23.040Z,"58km WNW of Illapel, Chile",1.8,35,us,us
2017-06-10T16:09:21.470Z,-33.0628,-72.2579,10,4.5,mb,1.23,us20009lrs,2017-08-16T02:42:22.040Z,"58km W of Valparaiso, Chile",1.9,11,us,us
2017-06-09T03:03:56.480Z,-27.7929,-71.6132,12.27,4.2,mwr,0.85,us20009lfh,2017-08-16T02:42:21.040Z,"120km NW of Vallenar, Chile",3.6,18,us,us
2017-06-07T08:59:06.150Z,-27.8077,-71.7397,10,4.3,mb,1.38,us20009l2x,2017-08-16T02:42:19.040Z,"128km NW of Vallenar, Chile",2,10,us,us
2017-06-06T15:21:58.910Z,-28.7764,-71.7034,10,3.9,mb,0.86,us20009kxf,2017-08-16T02:42:18.040Z,"95km WSW of Vallenar, Chile",2,2,us,us
2017-06-06T14:33:20.000Z,-34.465,-70.699,100.9,3.7,ml,0.36,us20009kx9,2017-08-16T02:42:18.040Z,"16km ESE of Rengo, Chile",6.6,,guc,guc
2017-06-06T05:30:21.150Z,-27.7971,-71.6912,10,4.2,mb,1.1,us20009kvg,2017-08-16T02:42:18.040Z,"125km NW of Vallenar, Chile",2,4,us,us
2017-06-06T02:02:59.190Z,-37.9111,-75.3435,10,4,mwr,0.62,us20009kv1,2017-08-16T02:42:17.040Z,"152km WSW of Lebu, Chile",2,12,us,us
2017-06-04T22:36:26.410Z,-29.6561,-72.0447,16.63,4.1,mwr,0.79,us20009kp1,2017-08-16T02:42:16.040Z,"75km WNW of Coquimbo, Chile",2.7,29,us,us
2017-06-04T00:07:28.350Z,-27.7767,-71.1028,32.03,4.3,mwr,1.09,us20009kjl,2017-08-16T02:42:15.040Z,"88km WSW of Copiapo, Chile",3.6,70,us,us
2017-06-03T17:17:17.850Z,-30.3417,-71.6128,31.49,4,ml,1.21,us20009kim,2017-08-15T02:26:52.040Z,"48km NW of Ovalle, Chile",10.8,,us,guc
2017-06-02T04:11:33.870Z,-34.803,-70.4682,124.5,4.3,mb,0.45,us20009j5v,2017-08-15T02:26:51.040Z,"54km ESE of Chimbarongo, Chile",5.8,17,us,us
2017-05-30T22:57:07.040Z,-31.5444,-69.2894,24.46,4.6,mb,0.88,us20009kz1,2017-08-15T02:26:48.040Z,"26km SSE of Calingasta, Argentina",5.7,18,us,us
2017-05-30T22:56:22.960Z,-27.8204,-69.9268,96.45,4.1,mb,0.51,us10008wqf,2017-08-15T02:26:48.040Z,"64km SE of Copiapo, Chile",5.3,3,us,us
2017-05-30T21:29:06.350Z,-30.6737,-71.6117,28.48,4.3,mb,0.75,us10008wpq,2017-08-15T02:26:48.040Z,"40km WSW of Ovalle, Chile",10,1,us,us
2017-05-30T15:04:08.000Z,-30.652,-71.211,58,4.1,ml,0.77,us10008wiu,2017-08-15T02:26:48.040Z,"6km S of Ovalle, Chile",7.1,,guc,guc
2017-05-30T11:19:31.210Z,-35.7268,-73.4155,16.96,4.1,mwr,0.61,us10008wef,2017-08-15T02:26:47.040Z,"100km WSW of Constitucion, Chile",5.1,28,us,us
2017-05-30T09:51:43.300Z,-35.7526,-73.2769,23.26,4.4,mb,0.51,us10008wdy,2017-08-15T02:26:47.040Z,"89km WNW of Cauquenes, Chile",6.4,4,us,us
2017-05-30T06:45:56.910Z,-32.9323,-72.2832,18.13,4.2,mb,0.67,us10008wcq,2017-08-15T02:26:47.040Z,"62km W of Valparaiso, Chile",9.6,2,us,us
2017-05-29T22:24:33.380Z,-32.9401,-72.1444,16.58,3.9,mwr,0.7,us10008w52,2017-08-15T02:26:46.040Z,"49km WNW of Valparaiso, Chile",5.1,50,us,us
2017-05-29T20:39:36.000Z,-32.147,-71.849,33.4,4.1,ml,1.21,us10008w4f,2017-08-15T02:26:46.040Z,"67km WNW of La Ligua, Chile",8.3,,guc,guc
2017-05-29T14:57:53.860Z,-37.3446,-71.6896,81.14,5.9,mww,0.83,us10008w2b,2017-07-19T20:36:30.253Z,"60km ENE of Los Angeles, Chile",3.5,52,us,us
2017-05-28T12:05:49.140Z,-30.7273,-71.4108,42.92,4.4,mwr,0.62,us10008vwa,2017-08-15T02:26:44.040Z,"24km SW of Ovalle, Chile",4.9,49,us,us
2017-05-27T21:40:19.040Z,-30.8426,-69.6627,113.6,4.5,mb,0.87,us10008vty,2017-08-10T01:34:05.040Z,"59km NNW of Calingasta, Argentina",7.1,15,us,us
2017-05-27T07:38:41.020Z,-45.7378,-75.6269,10,5.1,mwr,1.14,us10008vpd,2017-08-10T01:34:04.040Z,"221km W of Puerto Chacabuco, Chile",1.9,17,us,us
2017-05-25T12:10:58.310Z,-30.1939,-67.2047,36.77,4.5,mb,1.29,us10008v9q,2017-08-10T01:34:01.040Z,"54km NNE of San Agustin de Valle Fertil, Argentina",21.7,3,us,us
2017-05-24T05:54:48.570Z,-30.2857,-71.8597,14.79,4.4,mb,0.82,us10008usc,2017-08-10T01:34:00.040Z,"61km SW of Coquimbo, Chile",7.2,3,us,us
2017-05-23T22:19:00.470Z,-30.6217,-71.7544,27.76,4,mwr,1.04,us10008uhf,2017-08-10T01:34:00.040Z,"53km W of Ovalle, Chile",5.1,34,us,us
2017-05-23T01:05:11.750Z,-32.9193,-72.1653,16.35,4.1,mwr,0.82,us10008u8n,2017-08-10T01:33:58.040Z,"52km WNW of Valparaiso, Chile",4.9,52,us,us
2017-05-20T14:13:02.520Z,-38.9618,-73.3756,10,4,mwr,1.11,us10008tts,2017-08-05T03:32:13.040Z,"34km SSW of Carahue, Chile",1.8,17,us,us
2017-05-20T09:11:17.770Z,-35.3839,-71.6302,86.06,4.2,mb,0.58,us10008ts8,2017-08-05T03:32:13.040Z,"6km NNE of Talca, Chile",6,6,us,us
2017-05-18T23:45:42.630Z,-32.6542,-67.2938,166.23,5,mb,0.7,us10008tg7,2017-08-05T03:32:11.040Z,"108km WNW of La Punta, Argentina",5.1,493,us,us
2017-05-18T00:44:54.740Z,-33.0177,-72.4133,11.54,4.2,mwr,0.96,us10008t6f,2017-08-05T03:32:10.040Z,"73km W of Valparaiso, Chile",4.4,52,us,us
2017-05-17T19:38:16.430Z,-27.0067,-70.0454,91.88,4.2,mb,0.88,us10008t34,2017-08-05T03:32:10.040Z,"49km NE of Copiapo, Chile",9,3,us,us
2017-05-16T19:47:00.730Z,-31.9386,-71.7985,64.51,4.3,mb,1.09,us10008stz,2017-08-05T03:32:09.040Z,"69km WSW of Illapel, Chile",10.8,3,us,us
2017-05-16T04:36:17.710Z,-32.0189,-71.5602,42.87,4.5,mb,0.55,us10008snq,2017-08-05T03:32:08.040Z,"57km NNW of La Ligua, Chile",7.9,34,us,us
2017-05-16T02:16:27.280Z,-32.9662,-72.2938,13.05,4.2,mwr,0.68,us10008sn8,2017-08-05T03:32:08.040Z,"62km W of Valparaiso, Chile",5.3,50,us,us
2017-05-14T23:49:31.000Z,-36.988,-73.679,14.4,4,mwr,0.78,us10008sgy,2017-08-05T03:32:07.040Z,"43km NW of Arauco, Chile",3.8,25,guc,us
2017-05-14T20:12:39.630Z,-36.8885,-73.8132,10,4.6,mwr,0.56,us10008sfz,2017-08-05T03:32:07.040Z,"59km NW of Arauco, Chile",1.9,62,us,us
2017-05-14T11:32:55.940Z,-33.1399,-71.6411,30.53,4.3,mb,0.8,us10008sc5,2017-08-05T03:32:06.040Z,"11km S of Valparaiso, Chile",6.8,8,us,us
2017-05-13T16:54:45.950Z,-32.9281,-72.0307,14.99,5.2,mww,1.07,us10008s71,2017-08-01T23:02:33.040Z,"39km WNW of Valparaiso, Chile",3.1,17,us,us
2017-05-10T19:03:32.120Z,-27.9223,-66.5219,157.09,4.8,mb,1.01,us10008r7s,2017-08-01T23:02:27.040Z,"42km SSW of Andalgala, Argentina",10.3,8,us,us
2017-05-10T12:29:39.460Z,-28.707,-67.4005,129.24,4.7,mwr,1.1,us10008r3u,2017-08-01T23:02:26.040Z,"51km N of Chilecito, Argentina",8.2,,us,guc
2017-05-10T08:51:08.920Z,-31.4747,-71.7658,12.73,4,ml,0.54,us10008r30,2017-08-01T23:02:25.040Z,"59km WNW of Illapel, Chile",11.5,,us,guc
2017-05-10T08:17:42.540Z,-27.3294,-69.7109,134.27,4.4,mb,1.43,us10008r2r,2017-08-01T23:02:25.040Z,"61km E of Copiapo, Chile",6.5,13,us,us
2017-05-09T09:22:30.390Z,-33.7446,-72.3198,20.18,3.9,mwr,0.72,us10008qrt,2017-08-01T23:02:21.040Z,"66km WSW of San Antonio, Chile",5.6,40,us,us
2017-05-06T14:55:48.370Z,-44.4408,-78.724,10,4.5,mb,1.36,us10008rt4,2017-07-29T03:16:25.040Z,"Off the coast of Aisen, Chile",2,17,us,us
2017-05-06T14:51:40.790Z,-44.3017,-78.2247,10,5.4,mww,1.14,us10008q3x,2017-07-29T03:16:25.040Z,"Off the coast of Aisen, Chile",1.9,42,us,us
2017-05-06T02:10:31.050Z,-44.1207,-77.9583,10,4.2,mb,0.73,us10008pzp,2017-07-29T03:16:24.040Z,"Off the coast of Aisen, Chile",2,12,us,us
2017-05-05T06:50:56.680Z,-28.7042,-71.549,21.23,4.7,mwr,0.87,us10008pl9,2017-07-29T03:16:22.040Z,"78km W of Vallenar, Chile",4.5,50,us,us
2017-05-05T05:42:51.180Z,-28.552,-65.2211,24.16,4.2,mb,1.04,us10008pkk,2017-07-29T03:16:22.040Z,"39km NE of Ancasti, Argentina",7.4,6,us,us
2017-05-05T03:41:11.850Z,-28.6809,-71.6277,19.76,4.7,mwr,1.18,us10008pju,2017-07-29T03:16:22.040Z,"85km W of Vallenar, Chile",2.8,43,us,us
2017-05-05T01:34:44.200Z,-32.9148,-72.3827,8.17,3.9,mb,0.7,us10008pjg,2017-07-29T03:16:22.040Z,"71km W of Valparaiso, Chile",9.6,5,us,us
2017-05-04T05:42:33.680Z,-28.8084,-67.3778,170.25,4.2,mb,0.66,us10008p5r,2017-07-29T03:16:20.040Z,"40km NNE of Chilecito, Argentina",13.3,8,us,us
2017-05-03T16:50:21.500Z,-33.0672,-72.2762,17.74,4.4,mwr,0.83,us10008nw6,2017-07-29T03:16:18.040Z,"60km W of Valparaiso, Chile",2.8,68,us,us
2017-05-03T07:12:22.560Z,-37.6323,-73.9768,26.89,4,ml,0.4,us10008nra,2017-07-29T03:16:17.040Z,"28km W of Lebu, Chile",16.8,,us,guc
2017-05-02T06:15:15.530Z,-33.0548,-72.2468,13.13,4.2,mb,0.85,us10008mwv,2017-07-29T03:16:15.040Z,"57km W of Valparaiso, Chile",7.7,6,us,us
2017-05-01T23:38:44.610Z,-33.0217,-72.2145,16.94,4.1,mwr,0.67,us10008mu6,2017-07-29T03:16:14.040Z,"54km W of Valparaiso, Chile",5.4,80,us,us
2017-05-01T19:43:47.000Z,-29.308,-70.334,83.9,4.1,ml,1.28,us10008mq4,2017-07-29T03:16:13.040Z,"88km NNE of Vicuna, Chile",6.5,,guc,guc
2017-04-30T21:49:01.780Z,-32.987,-72.2853,16.32,3.9,mwr,0.74,us10008mai,2017-07-29T03:16:09.040Z,"61km W of Valparaiso, Chile",5,52,us,us
2017-04-30T12:29:52.250Z,-48.3749,-76.5191,14.79,4.3,mb,0.93,us10008m7b,2017-07-29T03:16:08.040Z,"Off the coast of Aisen, Chile",6.1,7,us,us
2017-04-29T22:15:56.880Z,-31.2746,-71.7724,27.58,3.9,mwr,0.71,us10008m3d,2017-07-21T02:32:12.040Z,"69km NW of Illapel, Chile",5.3,42,us,us
2017-04-29T08:54:01.110Z,-33.2192,-72.1368,20.49,4.2,mwr,0.82,us10008pn0,2017-07-21T02:32:11.040Z,"49km WSW of Valparaiso, Chile",5.3,65,us,us
2017-04-29T08:30:42.900Z,-33.2186,-72.0844,21.44,4.2,mwr,0.73,us10008lyw,2017-07-21T02:32:11.040Z,"48km WSW of Valparaiso, Chile",6.2,70,us,us
2017-04-29T04:50:34.410Z,-33.2415,-72.0845,22.31,3.9,mwr,0.88,us10008ly3,2017-07-21T02:32:11.040Z,"47km WSW of Valparaiso, Chile",6.8,41,us,us
